time_sec,clients,run,cpu_usr,cpu_sys,cpu_idle
3333,64,1,100.00,0.00,0.00
3335,64,1,%usr,%sys,%idle
3336,64,1,100.00,0.00,0.00
3338,64,1,%usr,%sys,%idle
3339,64,1,100.00,0.00,0.00
3341,64,1,%usr,%sys,%idle
3342,64,1,100.00,0.00,0.00
3344,64,1,%usr,%sys,%idle
3345,64,1,100.00,0.00,0.00
3347,64,1,%usr,%sys,%idle
3348,64,1,100.00,0.00,0.00
3350,64,1,%usr,%sys,%idle
3351,64,1,100.00,0.00,0.00
3353,64,1,%usr,%sys,%idle
3354,64,1,100.00,0.00,0.00
3356,64,1,%usr,%sys,%idle
3357,64,1,100.00,0.00,0.00
3359,64,1,%usr,%sys,%idle
3360,64,1,100.00,0.00,0.00
3362,64,1,%usr,%sys,%idle
3363,64,1,100.00,0.00,0.00
3365,64,1,%usr,%sys,%idle
3366,64,1,100.00,0.00,0.00
3368,64,1,%usr,%sys,%idle
3369,64,1,100.00,0.00,0.00
3371,64,1,%usr,%sys,%idle
3372,64,1,100.00,0.00,0.00
3374,64,1,%usr,%sys,%idle
3375,64,1,100.00,0.00,0.00
3377,64,1,%usr,%sys,%idle
3378,64,1,100.00,0.00,0.00
3380,64,1,%usr,%sys,%idle
3381,64,1,100.00,0.00,0.00
3383,64,1,%usr,%sys,%idle
3384,64,1,100.00,0.00,0.00
3386,64,1,%usr,%sys,%idle
3387,64,1,100.00,0.00,0.00
3389,64,1,%usr,%sys,%idle
3390,64,1,100.00,0.00,0.00
3392,64,1,%usr,%sys,%idle
3393,64,1,100.00,0.00,0.00
3395,64,1,%usr,%sys,%idle
3396,64,1,100.00,0.00,0.00
3398,64,1,%usr,%sys,%idle
3399,64,1,100.00,0.00,0.00
3401,64,1,%usr,%sys,%idle
3402,64,1,100.00,0.00,0.00
3403,64,2,%usr,%sys,%idle
3404,64,2,93.00,0.00,7.00
3406,64,2,%usr,%sys,%idle
3407,64,2,100.00,0.00,0.00
3409,64,2,%usr,%sys,%idle
3410,64,2,100.00,0.00,0.00
3412,64,2,%usr,%sys,%idle
3413,64,2,100.00,0.00,0.00
3415,64,2,%usr,%sys,%idle
3416,64,2,100.00,0.00,0.00
3418,64,2,%usr,%sys,%idle
3419,64,2,100.00,0.00,0.00
3421,64,2,%usr,%sys,%idle
3422,64,2,100.00,0.00,0.00
3424,64,2,%usr,%sys,%idle
3425,64,2,100.00,0.00,0.00
3427,64,2,%usr,%sys,%idle
3428,64,2,99.00,1.00,0.00
3430,64,2,%usr,%sys,%idle
3431,64,2,100.00,0.00,0.00
3433,64,2,%usr,%sys,%idle
3434,64,2,100.00,0.00,0.00
3436,64,2,%usr,%sys,%idle
3437,64,2,100.00,0.00,0.00
3439,64,2,%usr,%sys,%idle
3440,64,2,100.00,0.00,0.00
3442,64,2,%usr,%sys,%idle
3443,64,2,100.00,0.00,0.00
3445,64,2,%usr,%sys,%idle
3446,64,2,100.00,0.00,0.00
3448,64,2,%usr,%sys,%idle
3449,64,2,100.00,0.00,0.00
3451,64,2,%usr,%sys,%idle
3452,64,2,100.00,0.00,0.00
3454,64,2,%usr,%sys,%idle
3455,64,2,100.00,0.00,0.00
3457,64,2,%usr,%sys,%idle
3458,64,2,100.00,0.00,0.00
3460,64,2,%usr,%sys,%idle
3461,64,2,100.00,0.00,0.00
3463,64,2,%usr,%sys,%idle
3464,64,2,100.00,0.00,0.00
3466,64,2,%usr,%sys,%idle
3467,64,2,100.00,0.00,0.00
3469,64,2,%usr,%sys,%idle
3470,64,2,100.00,0.00,0.00
3472,64,2,%usr,%sys,%idle
3473,64,2,100.00,0.00,0.00
3475,64,2,%usr,%sys,%idle
3476,64,2,100.00,0.00,0.00
3478,64,2,%usr,%sys,%idle
3479,64,2,100.00,0.00,0.00
3481,64,2,%usr,%sys,%idle
3482,64,2,100.00,0.00,0.00
3484,64,2,%usr,%sys,%idle
3485,64,2,100.00,0.00,0.00
3487,64,2,%usr,%sys,%idle
3488,64,2,100.00,0.00,0.00
3490,64,2,%usr,%sys,%idle
3491,64,2,100.00,0.00,0.00
3493,64,2,%usr,%sys,%idle
3494,64,2,100.00,0.00,0.00
3496,64,2,%usr,%sys,%idle
3497,64,2,100.00,0.00,0.00
3499,64,2,%usr,%sys,%idle
3500,64,2,100.00,0.00,0.00
3502,64,2,%usr,%sys,%idle
3503,64,2,100.00,0.00,0.00
3505,64,2,%usr,%sys,%idle
3506,64,2,100.00,0.00,0.00
3508,64,2,%usr,%sys,%idle
3509,64,2,100.00,0.00,0.00
3511,64,2,%usr,%sys,%idle
3512,64,2,100.00,0.00,0.00
3514,64,2,%usr,%sys,%idle
3515,64,2,100.00,0.00,0.00
3517,64,2,%usr,%sys,%idle
3518,64,2,100.00,0.00,0.00
3520,64,2,%usr,%sys,%idle
3521,64,2,100.00,0.00,0.00
3523,64,2,%usr,%sys,%idle
3524,64,2,100.00,0.00,0.00
3526,64,2,%usr,%sys,%idle
3527,64,2,100.00,0.00,0.00
3529,64,2,%usr,%sys,%idle
3530,64,2,100.00,0.00,0.00
3532,64,2,%usr,%sys,%idle
3533,64,2,100.00,0.00,0.00
3535,64,2,%usr,%sys,%idle
3536,64,2,100.00,0.00,0.00
3538,64,2,%usr,%sys,%idle
3539,64,2,100.00,0.00,0.00
3541,64,2,%usr,%sys,%idle
3542,64,2,100.00,0.00,0.00
3544,64,2,%usr,%sys,%idle
3545,64,2,100.00,0.00,0.00
3547,64,2,%usr,%sys,%idle
3548,64,2,100.00,0.00,0.00
3550,64,2,%usr,%sys,%idle
3551,64,2,100.00,0.00,0.00
3553,64,2,%usr,%sys,%idle
3554,64,2,100.00,0.00,0.00
3556,64,2,%usr,%sys,%idle
3557,64,2,100.00,0.00,0.00
3559,64,2,%usr,%sys,%idle
3560,64,2,100.00,0.00,0.00
3562,64,2,%usr,%sys,%idle
3563,64,2,100.00,0.00,0.00
3565,64,2,%usr,%sys,%idle
3566,64,2,100.00,0.00,0.00
3568,64,2,%usr,%sys,%idle
3569,64,2,100.00,0.00,0.00
3571,64,2,%usr,%sys,%idle
3572,64,2,100.00,0.00,0.00
3574,64,2,%usr,%sys,%idle
3575,64,2,100.00,0.00,0.00
3577,64,2,%usr,%sys,%idle
3578,64,2,100.00,0.00,0.00
3580,64,2,%usr,%sys,%idle
3581,64,2,100.00,0.00,0.00
3582,64,3,%usr,%sys,%idle
3583,64,3,93.00,0.00,7.00
3585,64,3,%usr,%sys,%idle
3586,64,3,100.00,0.00,0.00
3588,64,3,%usr,%sys,%idle
3589,64,3,100.00,0.00,0.00
3591,64,3,%usr,%sys,%idle
3592,64,3,100.00,0.00,0.00
3594,64,3,%usr,%sys,%idle
3595,64,3,100.00,0.00,0.00
3597,64,3,%usr,%sys,%idle
3598,64,3,100.00,0.00,0.00
3600,64,3,%usr,%sys,%idle
3601,64,3,100.00,0.00,0.00
3603,64,3,%usr,%sys,%idle
3604,64,3,100.00,0.00,0.00
3606,64,3,%usr,%sys,%idle
3607,64,3,100.00,0.00,0.00
3609,64,3,%usr,%sys,%idle
3610,64,3,100.00,0.00,0.00
3612,64,3,%usr,%sys,%idle
3613,64,3,100.00,0.00,0.00
3615,64,3,%usr,%sys,%idle
3616,64,3,100.00,0.00,0.00
3618,64,3,%usr,%sys,%idle
3619,64,3,100.00,0.00,0.00
3621,64,3,%usr,%sys,%idle
3622,64,3,100.00,0.00,0.00
3624,64,3,%usr,%sys,%idle
3625,64,3,100.00,0.00,0.00
3627,64,3,%usr,%sys,%idle
3628,64,3,100.00,0.00,0.00
3630,64,3,%usr,%sys,%idle
3631,64,3,100.00,0.00,0.00
3633,64,3,%usr,%sys,%idle
3634,64,3,100.00,0.00,0.00
3636,64,3,%usr,%sys,%idle
3637,64,3,100.00,0.00,0.00
3639,64,3,%usr,%sys,%idle
3640,64,3,100.00,0.00,0.00
3642,64,3,%usr,%sys,%idle
3643,64,3,100.00,0.00,0.00
3645,64,3,%usr,%sys,%idle
3646,64,3,100.00,0.00,0.00
3648,64,3,%usr,%sys,%idle
3649,64,3,100.00,0.00,0.00
3651,64,3,%usr,%sys,%idle
3652,64,3,100.00,0.00,0.00
3654,64,3,%usr,%sys,%idle
3655,64,3,100.00,0.00,0.00
3657,64,3,%usr,%sys,%idle
3658,64,3,100.00,0.00,0.00
3660,64,3,%usr,%sys,%idle
3661,64,3,100.00,0.00,0.00
3663,64,3,%usr,%sys,%idle
3664,64,3,100.00,0.00,0.00
3666,64,3,%usr,%sys,%idle
3667,64,3,100.00,0.00,0.00
3669,64,3,%usr,%sys,%idle
3670,64,3,100.00,0.00,0.00
3672,64,3,%usr,%sys,%idle
3673,64,3,100.00,0.00,0.00
3675,64,3,%usr,%sys,%idle
3676,64,3,100.00,0.00,0.00
3678,64,3,%usr,%sys,%idle
3679,64,3,100.00,0.00,0.00
3681,64,3,%usr,%sys,%idle
3682,64,3,100.00,0.00,0.00
3684,64,3,%usr,%sys,%idle
3685,64,3,100.00,0.00,0.00
3687,64,3,%usr,%sys,%idle
3688,64,3,100.00,0.00,0.00
3690,64,3,%usr,%sys,%idle
3691,64,3,100.00,0.00,0.00
3693,64,3,%usr,%sys,%idle
3694,64,3,100.00,0.00,0.00
3696,64,3,%usr,%sys,%idle
3697,64,3,100.00,0.00,0.00
3699,64,3,%usr,%sys,%idle
3700,64,3,100.00,0.00,0.00
3702,64,3,%usr,%sys,%idle
3703,64,3,100.00,0.00,0.00
3705,64,3,%usr,%sys,%idle
3706,64,3,100.00,0.00,0.00
3708,64,3,%usr,%sys,%idle
3709,64,3,100.00,0.00,0.00
3711,64,3,%usr,%sys,%idle
3712,64,3,100.00,0.00,0.00
3714,64,3,%usr,%sys,%idle
3715,64,3,100.00,0.00,0.00
3717,64,3,%usr,%sys,%idle
3718,64,3,100.00,0.00,0.00
3720,64,3,%usr,%sys,%idle
3721,64,3,100.00,0.00,0.00
3723,64,3,%usr,%sys,%idle
3724,64,3,100.00,0.00,0.00
3726,64,3,%usr,%sys,%idle
3727,64,3,100.00,0.00,0.00
3729,64,3,%usr,%sys,%idle
3730,64,3,100.00,0.00,0.00
3732,64,3,%usr,%sys,%idle
3733,64,3,100.00,0.00,0.00
3735,64,3,%usr,%sys,%idle
3736,64,3,100.00,0.00,0.00
3738,64,3,%usr,%sys,%idle
3739,64,3,100.00,0.00,0.00
3741,64,3,%usr,%sys,%idle
3742,64,3,100.00,0.00,0.00
3744,64,3,%usr,%sys,%idle
3745,64,3,100.00,0.00,0.00
3747,64,3,%usr,%sys,%idle
3748,64,3,100.00,0.00,0.00
3750,64,3,%usr,%sys,%idle
3751,64,3,100.00,0.00,0.00
3753,64,3,%usr,%sys,%idle
3754,64,3,100.00,0.00,0.00
3756,64,3,%usr,%sys,%idle
3757,64,3,100.00,0.00,0.00
3759,64,3,%usr,%sys,%idle
3760,64,3,100.00,0.00,0.00
