time_sec,clients,run,throughput
11,32,1,4630880
12,32,1,4627040
13,32,1,4626233
14,32,1,4626880
15,32,1,4629792
16,32,1,4627200
17,32,1,4630912
18,32,1,4627167
19,32,1,4630176
20,32,1,4628448
21,32,1,4626845
22,32,1,4627808
23,32,1,4629984
24,32,1,4626080
25,32,1,4630080
26,32,1,4626400
27,32,1,4626368
28,32,1,4626590
29,32,1,4628191
30,32,1,4626585
31,32,1,4629312
32,32,1,4626368
33,32,1,4626142
34,32,1,4627965
35,32,1,4625984
36,32,1,4625495
37,32,1,4627904
38,32,1,4628416
39,32,1,4627328
40,32,1,4627648
41,32,1,4629149
42,32,1,4627135
43,32,1,4628672
44,32,1,4628000
45,32,1,4628317
46,32,1,4626719
47,32,1,4639386
48,32,1,4627878
49,32,1,4628382
50,32,1,4626463
51,32,1,4629344
52,32,1,4627549
53,32,1,4627776
54,32,1,4628160
55,32,1,4626944
56,32,1,4626208
57,32,1,4627520
58,32,1,4628352
59,32,1,4629088
60,32,1,4628416
61,32,1,37824
1,32,2,9530293
2,32,2,9642625
3,32,2,9654699
4,32,2,9652616
5,32,2,9414054
6,32,2,9365680
7,32,2,9365937
8,32,2,9367007
9,32,2,9366322
10,32,2,9371515
11,32,2,9109837
12,32,2,9054675
13,32,2,9054433
14,32,2,9053002
15,32,2,8753948
16,32,2,8692240
17,32,2,8375022
18,32,2,8303647
19,32,2,7967728
20,32,2,7897812
21,32,2,7565113
22,32,2,7488437
23,32,2,7129188
24,32,2,7057451
25,32,2,6694906
26,32,2,6610888
27,32,2,6609757
28,32,2,6610626
29,32,2,6226859
30,32,2,6138466
31,32,2,5731867
32,32,2,4776965
33,32,2,4585515
34,32,2,4585768
35,32,2,4584853
36,32,2,4586521
37,32,2,4582088
38,32,2,4588321
39,32,2,4585383
40,32,2,4585664
41,32,2,4583763
42,32,2,4585429
43,32,2,4584736
44,32,2,4584896
45,32,2,4584254
46,32,2,4587080
47,32,2,4583001
48,32,2,4587775
49,32,2,4585305
50,32,2,4584768
51,32,2,4584191
52,32,2,4583670
53,32,2,4583864
54,32,2,4582359
55,32,2,4584193
56,32,2,4584864
57,32,2,4583957
58,32,2,4584160
59,32,2,4585175
60,32,2,4587113
61,32,2,46080
1,32,3,8450460
2,32,3,8013019
3,32,3,7789709
4,32,3,7407780
5,32,3,7337271
6,32,3,7326041
7,32,3,7335512
8,32,3,6952513
9,32,3,6884608
10,32,3,6464643
11,32,3,6398007
12,32,3,5970272
13,32,3,5435872
14,32,3,4807492
15,32,3,4797981
16,32,3,4798280
17,32,3,4802496
18,32,3,4800034
19,32,3,4801632
20,32,3,4799843
21,32,3,4802208
22,32,3,4799327
23,32,3,4801984
24,32,3,4859951
25,32,3,4857151
26,32,3,4850701
27,32,3,4802880
28,32,3,4799426
29,32,3,4800859
30,32,3,4800035
31,32,3,4849181
32,32,3,4864689
33,32,3,4801408
34,32,3,4801344
35,32,3,5078848
36,32,3,4887436
37,32,3,4801920
38,32,3,4815721
39,32,3,4800288
40,32,3,4805184
41,32,3,4802330
42,32,3,4800957
43,32,3,4799327
44,32,3,4799776
45,32,3,4799656
46,32,3,4796245
47,32,3,4849044
48,32,3,4825529
49,32,3,4800064
50,32,3,4800319
51,32,3,4801088
52,32,3,4796736
53,32,3,4800681
54,32,3,4798175
55,32,3,5076096
56,32,3,4943488
57,32,3,4800192
58,32,3,4800192
59,32,3,4802107
60,32,3,4798366
61,32,3,35680
1,64,1,4541956
2,64,1,4598888
3,64,1,4601466
4,64,1,4601158
5,64,1,4601091
6,64,1,4600079
7,64,1,4593384
8,64,1,4604706
9,64,1,4601036
10,64,1,4601206
11,64,1,4602334
12,64,1,4601856
13,64,1,4601412
14,64,1,4597440
15,64,1,4600589
16,64,1,4598208
17,64,1,4599792
18,64,1,4599040
19,64,1,4597469
20,64,1,4601280
21,64,1,4596380
22,64,1,4598784
23,64,1,4597206
24,64,1,4601536
25,64,1,4598438
26,64,1,4600192
27,64,1,4598214
28,64,1,4598848
29,64,1,4598333
30,64,1,4598784
31,64,1,4596736
32,64,1,4600704
33,64,1,4597304
34,64,1,4599168
35,64,1,4596160
36,64,1,4597824
37,64,1,4598458
38,64,1,4600256
39,64,1,4597440
40,64,1,4600192
41,64,1,4598392
42,64,1,4599232
43,64,1,4598528
44,64,1,4598650
45,64,1,4596928
46,64,1,4599552
47,64,1,4598528
48,64,1,4599424
49,64,1,4599032
50,64,1,4598912
51,64,1,4597952
52,64,1,4600192
53,64,1,4597952
54,64,1,4600639
55,64,1,4598586
56,64,1,4598272
57,64,1,4598080
58,64,1,4599168
59,64,1,4598080
60,64,1,4600576
61,64,1,96128
1,64,2,4641331
2,64,2,4696950
3,64,2,4702177
4,64,2,4702420
5,64,2,4701632
6,64,2,4700288
7,64,2,4694400
8,64,2,4700476
9,64,2,4700672
10,64,2,4703420
